Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
19,530,4,4,4,31,4,2,3,3424,15386,4,1,23,4,3,0,1,2,4,0,0,5,4,1
41,887,2,3,3,87,2,1,3,2000,8415,3,0,17,3,3,1,3,3,2,8,0,0,2,0
29,660,6,3,4,85,4,1,2,2991,14164,6,1,22,3,1,0,4,2,1,1,2,2,0,1
41,523,3,2,1,48,3,4,2,3734,10172,3,0,23,4,4,1,27,0,3,12,2,3,2,0
28,1256,5,3,3,79,2,1,4,4343,10064,1,0,11,3,3,2,17,2,3,1,2,0,2,0
18,958,2,3,4,45,3,2,3,2793,12786,2,0,11,2,2,0,17,1,3,9,1,2,7,0
19,789,6,3,4,32,4,1,2,3845,8907,7,1,17,3,2,2,21,3,4,0,1,0,4,1
36,1400,8,5,2,44,3,3,1,2791,19704,2,0,18,3,2,3,3,1,3,1,4,7,1,1
38,616,1,3,3,42,3,2,1,4615,9257,1,0,16,4,4,0,0,4,3,18,0,0,0,0
26,1455,8,3,3,53,4,2,4,2873,11455,5,0,14,3,3,2,11,3,3,1,1,1,5,0
42,813,3,4,2,59,3,2,4,3214,9579,3,0,19,4,3,0,19,2,2,0,9,1,5,0
19,1388,9,2,4,65,3,4,1,2554,9073,5,0,10,3,4,0,10,1,3,9,0,3,0,0
35,1102,2,3,4,63,3,2,3,4551,12551,2,0,24,2,3,1,1,0,3,0,1,0,0,0
23,1326,2,3,2,48,3,3,1,3186,17722,0,1,13,3,3,2,4,6,1,0,0,1,3,1
29,1484,12,3,2,32,3,4,4,7734,24399,0,0,23,4,4,0,2,5,2,1,0,0,3,0
36,788,1,4,1,72,4,4,4,6020,22884,1,0,11,3,4,0,7,1,3,5,0,0,0,0
27,1461,9,3,4,57,3,2,4,4746,22890,2,0,13,2,2,3,2,2,3,6,0,3,3,0
32,889,3,4,2,50,4,5,4,3298,10993,3,0,13,3,3,2,13,3,3,10,0,0,0,0
46,885,3,3,3,90,1,1,4,5944,12503,2,0,24,3,4,0,7,3,3,3,1,2,0,0
30,840,1,3,3,82,2,2,4,6942,9298,2,0,10,3,3,1,17,6,3,2,0,3,1,0
44,1041,4,4,3,90,3,4,3,5278,21233,3,1,19,2,4,0,4,2,4,2,4,4,2,1
24,654,1,2,1,64,1,1,3,10958,9186,1,0,23,4,4,0,14,3,3,9,4,1,4,0
41,1053,1,2,2,39,2,1,2,6184,17463,7,0,20,3,4,1,11,2,3,6,1,0,2,0
50,1041,1,3,4,78,3,2,3,7760,12213,2,1,15,3,2,1,15,1,1,11,12,1,1,1
18,1261,1,2,4,44,1,2,3,5254,12138,6,1,24,2,2,0,16,2,3,16,3,6,6,0
28,1333,19,1,4,60,2,2,2,6890,24842,1,0,23,2,3,2,17,1,4,1,4,4,0,1
41,940,16,3,1,34,3,3,2,3299,20865,0,0,16,3,2,0,18,0,3,3,0,1,4,0
33,802,2,3,3,87,3,4,3,3908,22227,1,0,18,4,4,1,16,2,2,4,5,5,4,0
39,759,6,3,3,38,4,3,2,5852,17723,6,0,24,3,3,0,14,4,3,0,8,3,0,0
29,694,2,5,2,93,3,1,3,5831,22807,2,0,24,4,3,1,6,1,1,0,0,4,0,0
36,557,5,3,4,90,3,4,4,6334,18973,2,0,16,4,4,0,18,1,3,10,3,2,6,0
34,842,8,4,3,62,4,1,4,8520,24084,1,0,22,3,3,1,6,1,3,3,4,3,2,0
47,770,14,2,1,82,4,1,4,2410,12782,1,0,14,3,3,1,9,6,3,4,1,4,0,0
38,1466,2,3,4,73,2,1,3,3019,18120,1,0,15,3,1,0,5,1,4,4,1,0,6,0
39,1057,7,4,4,86,2,2,3,5512,19732,1,0,12,3,3,0,4,1,3,7,0,6,1,0
31,847,1,3,1,60,3,1,2,3421,14679,2,1,13,3,4,1,9,1,3,0,0,0,1,1
31,1080,23,4,3,85,3,1,4,20000,22955,2,0,19,3,4,0,10,3,3,4,0,1,3,0
31,639,1,3,3,62,4,2,2,6360,24656,2,0,17,3,3,1,5,3,4,3,2,3,3,0
39,944,4,1,3,95,3,1,1,4726,16394,0,0,13,4,2,1,12,5,3,11,2,2,1,0
31,1126,5,3,2,64,3,2,4,3798,14640,1,0,16,3,4,1,13,2,2,3,7,4,0,0
38,988,5,3,3,62,4,3,2,3865,16022,4,0,15,3,4,3,7,1,3,14,2,1,2,0
56,901,1,4,4,84,3,3,3,4989,22496,5,0,24,3,3,1,30,2,3,2,0,0,2,0
44,1493,13,2,3,87,2,1,1,5197,18972,2,0,22,3,4,2,14,5,2,17,0,0,5,0
32,1380,1,5,1,68,4,1,2,3911,8761,4,0,15,3,3,2,12,5,1,10,6,1,1,1
48,1123,4,5,3,42,2,5,2,4287,17216,0,0,23,4,3,3,6,3,2,4,1,2,3,0
31,1069,1,2,3,62,4,1,1,9625,8294,3,0,15,4,4,0,13,2,4,2,4,0,0,0
18,1120,1,3,4,97,4,4,4,9820,21235,6,0,20,3,1,2,13,6,3,2,0,1,6,0
25,701,3,4,3,82,3,1,4,5574,13581,0,0,24,3,3,3,11,3,3,7,2,0,1,0
18,895,2,5,2,86,3,5,3,2513,16024,6,0,15,3,2,0,23,1,3,4,1,2,3,0
32,539,1,3,2,32,3,2,4,6433,21577,2,0,20,3,3,0,0,3,3,2,0,0,7,0
36,975,1,3,4,62,3,2,2,10690,8789,3,0,14,4,3,3,8,1,3,5,4,2,4,0
52,1043,2,3,2,75,3,3,3,9748,10695,3,1,13,4,1,1,17,3,3,6,2,0,3,0
39,727,7,3,4,88,3,2,2,7095,14765,0,0,18,3,3,0,4,1,1,0,1,0,3,0
33,1464,11,2,2,33,4,2,3,10008,11908,1,1,24,3,3,2,0,4,3,0,4,3,7,1
44,1409,1,4,3,89,3,2,3,5047,13744,1,0,16,1,3,0,7,1,3,0,1,1,5,0
18,1222,2,1,3,68,2,3,3,6728,24968,1,1,24,3,2,0,20,0,3,1,0,1,2,0
38,1033,1,1,4,43,3,1,4,3496,22032,2,0,23,3,4,1,5,3,3,2,8,2,3,0
43,1369,1,3,4,52,4,1,3,5688,23026,6,1,13,2,3,1,9,1,3,8,0,2,0,0
21,630,5,3,2,49,3,2,3,9554,23929,2,0,16,3,4,2,15,0,3,2,5,2,1,0
47,1290,4,3,3,67,3,1,4,3660,13795,3,0,19,3,4,1,7,3,3,0,5,2,1,0
39,624,1,3,2,33,4,3,2,3194,13050,2,1,17,3,3,2,8,1,1,3,0,1,1,1
31,1294,1,3,3,41,3,1,3,5160,11979,7,0,11,3,1,0,6,1,3,28,1,0,3,0
42,775,1,2,3,86,3,2,4,4388,22111,3,0,24,3,3,1,7,2,4,2,0,0,0,0
58,1377,9,3,4,39,4,1,3,6799,19552,1,0,21,3,3,0,2,2,4,16,1,4,0,0
37,1444,18,5,4,46,2,2,2,3918,12014,2,0,16,3,1,0,9,3,4,0,3,7,1,1
38,648,1,3,3,61,4,1,3,11605,14408,2,0,19,4,2,2,20,1,2,0,0,0,1,0
31,962,1,3,3,66,2,1,3,2579,16614,2,0,11,3,3,0,24,1,2,6,0,0,1,0
27,1480,10,3,4,83,1,1,3,9199,16978,1,0,17,4,4,2,21,3,3,3,2,0,8,0
44,983,13,5,4,61,4,5,2,3352,23108,1,0,23,3,4,0,13,3,2,7,2,2,3,0
27,1363,2,2,1,85,2,1,4,2002,14469,1,0,23,3,2,0,25,1,1,9,3,0,1,0
36,1088,1,3,3,73,3,3,4,5535,23444,1,0,15,3,3,0,30,2,3,1,4,3,0,0
31,875,1,4,3,37,4,1,3,4327,15503,2,0,17,3,1,2,13,2,2,5,3,5,2,0
40,785,4,3,2,40,4,1,4,2821,20688,2,1,20,3,3,0,4,0,2,4,5,6,3,1
39,703,2,1,2,60,4,2,4,2120,23814,2,0,15,3,4,1,22,1,4,9,0,0,1,0
46,1261,1,3,1,57,2,2,2,4894,23428,0,0,10,3,4,1,2,2,2,2,2,6,0,0
30,886,4,1,3,82,3,5,2,8005,8968,2,0,17,3,3,0,4,2,2,0,1,2,0,1
33,1011,1,3,2,70,2,5,3,6584,11496,5,1,19,3,1,1,0,1,2,4,9,0,0,0
26,992,7,4,1,57,3,3,4,5056,16107,2,1,10,3,3,1,17,3,4,15,1,1,1,0
31,1077,1,2,2,41,4,2,1,6244,15336,2,0,11,4,4,3,0,4,3,0,9,2,4,0
39,1365,1,4,4,45,3,2,4,4848,18895,2,0,13,4,2,0,19,0,2,1,4,6,5,0
43,1480,4,1,4,70,3,2,3,2404,24060,2,0,15,3,3,0,26,3,2,1,3,0,1,0
26,907,2,4,3,59,3,5,3,2415,9910,2,0,18,3,4,0,25,2,3,7,2,0,4,0
44,1327,18,3,3,66,3,2,2,4440,15681,4,1,14,3,4,1,1,2,2,1,1,1,15,1
49,1264,3,2,4,41,4,2,2,4535,11270,4,0,14,4,4,1,0,4,4,1,2,6,3,0
40,1073,1,2,2,76,1,1,4,7521,23199,3,0,23,3,3,3,6,0,3,5,1,7,3,0
54,1456,6,5,2,89,3,1,4,7177,24397,2,0,12,4,3,2,19,3,2,0,7,0,7,0
28,700,1,1,2,48,4,5,3,6651,16137,1,0,17,3,3,0,21,1,4,0,4,0,1,0
23,609,11,2,2,64,3,2,4,4272,9768,1,1,24,4,4,1,17,1,3,2,4,4,0,1
18,1353,2,3,3,98,1,2,4,2464,21350,2,1,19,3,4,2,16,2,2,2,1,2,13,1
50,939,3,3,4,53,3,1,3,6039,19851,3,0,20,3,4,3,30,2,3,2,0,7,2,0
42,1346,1,3,3,71,3,4,4,6390,14029,2,0,16,3,2,0,8,1,4,0,3,4,4,0
35,1393,2,2,3,36,2,1,3,2000,23085,2,0,10,4,4,1,5,0,2,2,1,0,5,0
38,562,8,2,4,72,4,4,3,3238,24589,2,0,19,4,3,2,2,3,3,7,6,2,1,0
24,1383,8,2,1,36,3,1,1,3478,17483,4,1,19,3,1,0,15,5,1,2,4,0,2,1
60,948,1,2,2,97,4,4,4,5214,17617,4,0,11,4,1,1,10,0,4,4,0,3,2,0
37,1010,1,3,3,80,4,3,1,3288,13057,4,0,16,3,3,3,18,1,3,0,2,1,0,0
37,1126,8,4,3,85,3,1,4,4821,17936,4,0,23,4,3,2,8,0,2,0,3,6,0,0
43,1426,13,2,1,79,1,2,4,4423,15473,1,0,13,4,4,0,17,1,3,10,2,6,2,0
40,519,1,3,3,71,3,2,2,4538,13137,1,0,16,3,4,0,8,3,3,2,2,0,0,0
38,976,2,3,3,61,2,1,3,3435,9142,0,0,16,3,1,0,10,0,4,2,0,0,1,0
28,1187,2,5,4,90,4,4,3,3570,12296,1,0,22,3,4,3,11,1,3,10,0,1,0,0
40,1222,10,5,3,96,2,2,3,2863,11363,2,0,22,3,2,3,0,3,4,6,4,4,3,0
54,1192,1,4,3,64,2,2,2,5943,17214,4,0,21,4,3,2,10,1,3,7,0,3,6,0
49,634,1,2,1,95,3,1,3,6539,18228,2,0,15,3,3,1,16,1,2,5,4,6,2,0
51,799,6,1,3,70,2,2,2,3343,18345,2,1,11,3,4,0,4,3,4,0,2,1,1,1
30,858,1,3,2,67,2,4,1,10512,14599,4,0,15,3,3,1,27,1,3,15,8,0,15,0
26,1304,3,2,4,61,3,2,1,4199,15160,1,0,20,3,4,0,12,2,3,11,15,0,0,0
34,778,2,3,3,44,1,5,1,10562,22182,1,0,20,3,4,1,6,3,4,1,3,0,1,0
36,710,2,4,3,30,1,5,4,3565,16095,3,0,24,4,3,1,6,3,3,8,1,2,0,0
46,1457,2,4,4,46,3,1,4,2000,24792,1,0,16,3,3,1,22,2,1,2,1,5,1,0
19,508,3,4,3,65,3,1,3,6009,15473,2,0,19,4,4,3,5,4,4,5,0,0,0,0
51,1497,1,3,3,56,3,4,3,5565,19042,1,0,18,3,1,0,14,1,2,0,0,4,0,0
34,1176,4,3,4,61,3,2,2,5000,8856,0,1,12,4,4,2,19,0,3,3,2,1,0,1
31,1328,8,3,4,98,3,1,3,3564,19106,4,0,16,3,4,1,16,3,2,0,4,0,2,0
25,794,7,1,4,54,3,1,2,4830,22474,1,0,18,2,2,2,7,2,2,3,0,1,1,0
19,514,1,4,1,61,4,2,3,3806,24021,2,1,24,3,4,1,18,4,3,1,1,1,3,1
44,1237,1,1,3,39,1,3,4,4225,24954,0,0,15,4,2,0,13,1,3,3,2,4,2,0
36,1334,1,3,4,33,3,1,2,7486,12797,1,1,24,3,4,0,0,1,3,5,7,1,0,0
23,1240,2,3,2,84,4,1,4,5388,17781,1,0,18,3,3,0,21,2,4,10,0,0,4,0
23,642,2,3,2,69,4,4,1,6667,15662,0,1,13,4,4,0,7,1,3,0,0,3,1,1
32,1253,5,4,4,83,2,3,3,4376,17584,0,0,12,1,3,2,10,3,3,11,7,10,0,0
52,1268,1,3,1,40,2,2,1,4142,10676,4,0,12,3,4,0,14,2,4,2,0,2,0,0
33,1158,1,4,4,70,3,3,3,2760,22554,1,0,16,3,2,1,7,4,3,9,3,0,4,0
20,1266,2,2,3,47,1,2,2,4084,23462,0,1,10,3,2,0,18,1,3,3,3,0,3,1
33,1345,5,3,3,45,4,3,3,2000,15644,0,1,16,3,1,1,3,1,3,9,1,0,2,0
33,1113,1,4,1,30,3,2,3,3658,12767,4,0,24,2,4,2,7,3,3,5,1,0,1,0
18,588,5,3,4,39,3,1,3,4717,10394,4,0,20,4,3,0,21,3,3,3,5,4,1,0
35,987,1,5,3,51,2,3,4,6514,19624,2,0,21,1,4,1,12,0,3,1,0,0,3,0
33,577,10,2,3,38,3,2,4,4296,13307,2,1,11,3,4,2,3,2,3,17,0,1,6,0
42,907,11,3,4,99,3,5,3,5847,23462,1,0,17,3,4,0,12,3,2,8,2,2,2,0
54,907,1,3,4,51,4,2,2,2000,19407,1,1,14,3,2,2,15,2,4,2,1,3,0,1
47,566,1,5,4,39,1,4,2,4777,18976,1,0,23,3,4,0,0,0,4,0,2,0,0,0
33,848,2,2,3,43,1,4,4,2122,17509,5,0,12,4,2,0,25,2,2,7,7,1,0,0
24,610,1,4,3,71,3,1,3,2686,8778,0,0,16,4,4,1,26,2,1,22,7,0,3,0
60,1308,5,3,4,34,2,3,3,4475,23842,5,0,18,4,4,0,12,4,3,1,0,0,0,0
36,1447,8,2,3,90,3,2,2,9303,18674,1,0,17,3,1,2,10,1,3,12,1,0,1,0
36,572,5,3,2,97,4,4,3,5917,24899,1,0,22,4,2,0,12,2,4,0,0,1,3,0
35,1455,8,3,2,47,3,2,2,4959,17135,0,0,13,4,3,0,19,1,2,15,7,0,1,0
37,1022,2,3,4,61,4,3,4,4867,20071,1,0,15,3,3,1,15,6,1,6,1,1,3,0
34,799,1,4,3,31,1,2,4,3439,8955,2,0,21,3,4,1,13,0,4,2,1,0,2,0
30,576,6,3,4,74,2,1,1,3744,18739,2,0,17,3,3,2,23,2,2,1,4,6,1,1
30,1000,2,3,3,58,1,1,3,6085,20999,0,1,16,3,4,0,21,3,3,5,2,1,6,0
35,1294,5,3,2,48,3,2,2,2458,21234,3,1,10,4,3,2,4,1,1,4,0,4,3,1
30,1207,1,1,3,44,4,3,3,6611,21091,3,1,21,3,4,3,19,3,4,12,1,0,1,0
28,550,1,2,1,75,1,2,4,4047,11846,3,0,24,3,4,1,21,1,2,7,2,3,4,0
37,572,24,3,3,59,3,3,3,7426,24581,1,1,19,3,4,2,14,1,3,3,3,1,4,0
33,902,1,3,3,42,3,1,3,7946,24918,1,0,22,3,2,1,16,2,3,13,3,0,4,0
51,795,22,2,3,78,4,2,2,2129,9285,2,1,17,3,3,0,9,1,4,4,0,2,3,1
18,732,18,3,4,69,2,1,4,3674,23919,0,0,13,4,2,0,2,3,1,9,1,2,1,0
46,781,7,3,4,90,2,3,3,3204,12920,2,0,10,3,3,0,27,2,2,9,3,10,1,0
48,1303,5,2,4,38,1,5,3,2000,19717,2,0,19,4,3,3,1,2,1,12,6,3,3,0
18,1429,4,3,1,84,3,2,2,2932,13747,1,1,17,3,4,0,25,0,4,0,0,0,0,1
32,905,10,2,2,77,2,1,3,16657,24451,0,1,21,3,1,1,11,2,3,4,0,0,5,0
32,1406,1,5,3,38,4,1,4,6665,9725,3,1,20,3,3,0,21,4,3,3,3,1,1,0
21,821,3,4,4,78,3,3,3,12818,16461,2,0,24,4,3,1,12,2,2,3,2,0,2,0
28,976,4,4,4,60,3,2,3,7439,15276,1,0,17,1,1,0,19,2,3,3,0,3,2,0
24,726,2,2,4,96,3,3,3,3391,13542,1,1,16,3,3,2,15,2,3,9,2,1,2,0
53,1140,2,4,3,39,1,1,4,4060,18974,1,0,14,3,4,0,6,3,3,1,11,5,4,0
45,1478,2,4,3,74,3,3,3,6595,10227,0,0,17,4,1,2,13,4,4,3,2,1,2,0
48,1103,4,4,3,56,4,3,2,6116,20183,3,0,23,3,4,2,10,4,1,1,1,1,0,0
43,857,9,2,2,96,4,2,3,3682,24670,3,0,10,2,3,1,17,1,3,1,5,0,0,0
24,1147,1,3,1,53,4,2,4,2310,21677,2,0,24,3,4,0,13,2,4,5,0,0,5,0
30,622,13,4,4,97,4,1,4,20000,22620,2,0,24,3,2,0,14,6,4,0,1,3,6,0
40,1388,5,3,2,93,2,2,4,4579,14113,1,1,18,4,4,2,3,6,3,1,2,9,0,1
23,1003,8,3,2,48,2,4,3,4176,13523,6,0,14,4,1,0,1,2,2,3,2,1,1,0
43,949,4,3,1,86,1,2,1,5201,16789,1,0,13,3,3,0,12,4,3,0,7,3,0,0
33,1085,7,3,4,99,3,4,4,4353,8777,3,0,14,4,2,1,13,2,2,0,1,1,8,0
32,1124,1,1,3,47,2,2,3,5225,24071,1,1,10,3,4,0,3,0,2,9,0,6,0,1
43,571,8,3,4,60,3,1,3,9353,10444,2,0,17,3,4,0,16,0,3,9,7,0,0,0
40,1182,1,1,4,66,3,2,4,4618,23351,1,0,10,4,1,1,16,5,4,2,0,1,0,0
32,741,11,3,3,50,4,2,3,2748,9420,0,0,20,3,1,0,13,1,1,2,1,1,3,0
47,1213,24,2,3,31,3,2,2,4533,21984,2,0,15,3,3,0,12,2,2,13,2,1,6,0
25,1322,1,3,1,45,4,1,4,3896,10583,1,0,12,3,2,1,1,0,3,0,11,0,1,0
42,1303,1,2,2,49,1,2,4,10016,8648,2,1,18,3,3,0,1,1,2,4,2,1,0,0
41,1052,7,3,4,61,1,1,3,8826,20231,1,0,24,3,3,2,15,2,3,4,1,1,2,0
32,1020,1,4,4,41,3,1,3,5186,12764,3,0,20,3,4,0,5,0,2,7,2,0,0,0
39,642,10,2,3,91,2,2,1,2593,20146,1,0,17,4,4,1,5,4,2,15,10,2,0,0
23,1275,1,2,3,79,2,2,1,2662,17436,2,0,21,3,3,1,14,1,3,2,5,2,6,0
45,771,1,2,3,35,3,4,3,4952,9849,3,0,21,3,1,1,28,2,4,2,0,4,6,0
34,996,19,4,1,75,2,2,3,5814,23846,6,0,23,4,3,0,8,1,3,5,4,1,11,0
30,784,5,3,2,75,3,3,4,4075,15689,4,1,13,2,3,0,28,2,4,17,5,0,1,0
46,633,9,3,2,96,3,2,4,3865,20485,2,0,22,3,3,2,11,2,2,11,3,1,1,0
28,1129,1,2,2,30,3,3,4,3654,16517,2,0,14,3,3,0,16,3,4,5,3,0,4,0
21,554,5,3,4,47,3,1,3,4857,18274,0,1,24,2,4,1,19,1,3,9,1,2,0,0
20,1248,4,4,2,94,3,5,2,2000,13147,2,0,14,3,4,3,20,2,4,0,3,0,0,0
42,817,4,4,2,95,2,2,4,2833,11406,4,1,23,3,2,1,14,0,3,2,4,0,0,0
23,500,5,3,3,80,2,4,3,3592,17223,1,0,24,4,2,0,10,1,2,0,0,0,9,1
53,1011,4,1,4,83,3,2,1,8988,15483,2,0,12,4,4,0,18,0,2,0,0,0,3,0
18,546,2,2,2,36,3,1,3,3271,14631,1,0,24,4,4,3,15,4,3,4,0,6,0,0
52,776,1,1,1,65,4,3,4,5378,19433,3,0,11,3,2,1,8,2,1,10,5,10,0,0
38,1206,7,2,3,46,3,1,4,5504,19738,4,1,13,3,4,1,23,1,4,5,3,1,5,0
35,562,1,2,4,42,2,2,1,9404,8780,1,0,16,4,3,1,15,5,2,5,1,0,4,0
30,1339,5,2,3,86,3,1,4,9239,13758,1,0,24,3,3,2,6,1,3,0,5,4,3,0
39,503,1,3,4,39,3,3,2,4775,14999,2,0,17,4,2,2,5,3,2,5,3,5,0,0
35,746,4,5,4,62,3,5,1,3874,9647,3,0,18,3,4,0,27,2,1,3,7,3,1,0
47,1240,6,3,4,95,3,2,4,3526,12010,1,0,20,3,3,1,8,1,3,5,0,1,2,0
37,816,1,4,3,43,3,3,4,4356,8877,3,1,24,3,2,1,18,1,3,1,2,0,8,1
37,601,1,4,3,98,3,2,3,3955,24936,5,0,21,3,4,0,15,3,4,4,3,0,0,0
32,860,1,2,1,99,3,2,3,6482,20521,4,0,13,3,4,2,17,2,1,2,0,4,2,0
35,770,4,4,4,68,2,4,4,6064,9486,1,0,14,3,4,0,27,0,4,4,1,4,0,0
39,1342,9,2,3,41,3,4,4,6607,8344,2,1,11,3,2,1,19,1,3,0,1,1,1,0
18,813,1,3,2,52,2,3,4,9224,20227,1,0,19,4,4,0,18,0,4,2,4,0,0,0
22,1288,6,3,4,59,1,1,3,12474,15466,2,1,12,4,2,0,10,2,2,2,2,2,5,1
43,1391,2,5,2,51,4,2,4,5230,21375,1,0,13,3,3,1,6,2,3,6,2,3,0,0
37,933,3,2,3,49,4,1,4,8516,23699,1,0,23,3,3,3,31,2,3,6,1,2,1,0
34,1409,13,2,3,98,1,2,1,4122,18188,5,1,14,3,3,1,11,3,3,11,0,1,1,0
36,877,2,5,3,40,3,2,4,8888,11180,1,1,18,3,3,0,11,4,1,4,7,0,6,0
39,1464,3,1,4,81,2,4,3,8356,21297,3,0,15,2,4,1,14,2,3,1,1,0,4,0
30,589,1,3,2,30,3,4,3,8137,24248,3,0,11,3,3,0,13,2,1,7,2,2,0,0
28,1187,1,4,3,71,4,2,3,5151,17863,4,1,15,4,3,0,24,3,3,3,0,3,0,0
37,993,1,4,3,94,4,1,1,3518,19593,7,0,16,4,2,0,16,3,3,1,1,0,2,0
26,887,1,5,4,50,3,4,3,2447,13737,2,0,23,3,1,0,1,1,3,6,7,0,1,0
40,1132,4,5,4,42,3,1,4,4817,14485,4,0,14,3,2,1,6,0,4,0,15,2,0,0
18,1203,2,1,3,75,3,3,2,10577,20489,2,1,15,3,4,1,12,2,2,0,1,0,4,1
46,504,3,4,3,79,3,1,3,4209,23772,2,1,21,3,4,0,20,3,3,7,0,1,0,0
40,666,1,3,2,78,4,2,4,7277,18692,2,0,21,3,4,2,0,1,3,7,1,1,10,0
38,1213,1,3,4,52,4,5,3,7494,21427,1,0,21,1,1,0,15,2,3,7,1,2,0,0
45,1166,5,2,3,47,3,1,3,4264,10917,1,0,24,3,4,3,17,5,4,1,3,3,0,0
52,1466,16,3,4,96,3,2,3,9491,11603,6,0,21,3,1,1,19,5,4,10,2,0,1,0
46,1261,1,5,1,94,2,2,3,2000,17044,2,0,16,3,4,0,11,3,4,6,4,1,2,0
18,1450,11,5,2,62,1,4,3,2666,11001,1,1,22,3,3,3,20,4,4,8,3,0,0,0
23,1202,4,3,3,89,4,4,4,3109,18794,1,0,17,3,1,0,5,3,4,6,0,3,3,0
29,798,4,1,4,61,3,1,3,3262,12958,6,0,14,1,3,1,19,4,3,4,4,3,1,0
36,605,3,3,3,59,3,1,4,5814,21456,4,0,14,3,3,0,11,4,4,0,5,0,0,0
41,1281,1,4,4,40,3,3,3,5681,21737,2,0,13,3,3,2,12,6,4,6,2,0,6,0
28,1144,1,4,3,59,4,2,3,5984,15884,1,0,12,3,3,1,12,1,2,5,7,0,8,0
37,548,4,3,3,67,2,3,4,6621,11073,2,0,12,3,4,0,17,2,1,1,4,1,2,0
28,860,2,1,1,31,4,1,4,3056,18995,0,0,10,3,4,0,3,3,2,6,2,0,4,0
29,1456,12,3,4,61,4,1,3,2672,24877,0,0,23,4,3,2,19,0,4,3,7,2,0,0
21,1000,2,3,2,84,4,3,1,5991,18584,5,0,23,3,3,0,18,3,3,4,2,2,0,0
26,932,1,5,4,77,3,1,2,3586,8608,0,0,18,3,4,0,9,2,2,2,2,1,1,1
22,957,6,3,4,74,2,4,2,2241,8293,0,0,22,4,3,1,12,2,3,0,1,4,9,1
26,708,1,3,4,93,3,1,2,7987,13446,4,0,12,4,1,2,5,1,2,1,6,0,2,0
46,868,3,3,3,31,3,1,4,9872,11328,1,0,23,3,4,0,2,0,4,7,0,4,0,0
26,869,5,1,4,68,2,5,1,10706,21821,2,0,17,4,1,0,13,2,4,1,1,0,1,0
60,552,11,5,4,85,3,2,4,5396,22361,3,0,11,3,2,2,13,2,4,0,2,0,0,0
40,1267,7,3,2,67,3,3,2,6720,12396,3,0,12,4,2,0,9,2,2,29,2,1,0,0
37,916,5,3,3,52,4,1,3,9749,13535,2,0,14,3,1,1,2,2,4,1,3,1,1,0
27,1322,5,3,1,39,1,2,3,3566,12016,5,0,10,4,1,3,15,2,3,5,2,0,1,0
43,1350,14,3,3,92,3,3,2,8564,23442,3,0,14,4,1,2,9,4,3,13,0,1,0,0
30,711,1,3,2,62,4,2,4,5640,16545,0,0,10,3,3,0,6,2,3,4,5,0,0,0
37,1157,1,4,2,91,4,4,1,7760,19154,5,1,13,4,2,0,22,3,3,8,3,4,2,1
60,972,1,2,3,71,4,2,3,5394,15063,2,0,13,3,2,0,4,2,4,18,5,1,3,0
35,1380,1,3,3,77,3,2,4,9396,18727,3,0,24,3,3,3,16,3,3,9,0,1,1,0
47,715,5,2,3,86,4,2,3,5495,14559,1,1,13,3,2,3,0,1,4,4,3,5,3,0
28,1177,5,3,1,76,3,2,2,2340,13774,2,1,13,4,1,0,0,5,2,2,3,2,0,1
35,1107,4,1,3,57,3,1,3,10157,18786,0,1,20,3,3,1,15,2,3,3,1,1,0,0
53,795,1,3,2,65,1,2,4,3060,18048,2,0,22,3,3,2,9,1,3,9,5,1,5,0
29,636,6,4,3,86,1,2,4,9196,12989,1,0,15,3,3,0,2,5,3,9,0,2,1,0
54,1151,1,4,3,56,2,2,4,4697,10538,2,1,23,3,3,0,19,3,4,9,2,0,1,0
43,1238,5,3,3,57,2,3,3,8848,14265,3,0,15,3,3,0,14,2,3,4,2,0,8,0
30,815,4,3,4,36,2,2,4,8667,15058,2,0,12,3,3,1,0,2,3,3,2,0,1,0
42,1144,2,1,3,94,2,5,1,6094,18687,2,0,14,4,4,2,19,2,4,1,2,3,0,0
45,895,1,3,4,36,1,1,1,6337,23546,1,0,19,3,3,3,3,2,3,0,0,0,8,0
42,1213,1,4,3,75,4,2,4,6071,8615,2,0,15,3,3,0,0,3,1,7,3,0,0,0
20,699,8,2,3,58,1,3,2,2000,12142,2,0,20,3,2,0,5,1,3,1,1,0,3,0
28,1390,12,3,3,58,3,2,1,5214,11293,4,0,13,3,4,1,11,1,3,1,1,2,1,0
33,787,5,4,1,77,2,2,2,2812,16539,1,0,20,3,2,2,12,2,4,9,1,1,1,0
35,867,1,4,4,34,4,1,3,5353,15304,3,1,15,3,3,1,0,2,1,0,1,2,2,1
42,558,2,2,3,71,4,2,4,2775,20393,1,0,16,3,3,1,0,0,3,13,2,0,1,0
37,611,6,3,3,84,3,1,3,2717,12121,2,0,18,3,3,1,5,3,1,0,5,4,4,1
22,1015,7,2,1,87,3,5,2,10965,18106,2,0,20,4,4,0,6,0,2,13,1,1,8,0
